accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material
ERS1281441,Block_3_Unfertilized_station_E_position_16 KA3U.E.16,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281442,Block_3_Unfertilized_station_E_position_17 KA3U.E.17,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281443,Block_3_Unfertilized_station_E_position_18 KA3U.E.18,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281444,Block_3_Unfertilized_station_E_position_19 KA3U.E.19,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281445,Block_3_Unfertilized_station_E_position_20 KA3U.E.20,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281446,Block_3_Unfertilized_station_E_position_21 KA3U.E.21,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281447,Block_3_Unfertilized_station_E_position_22 KA3U.E.22,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281448,Block_3_Unfertilized_station_E_position_24 KA3U.E.24,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1281449,Block_3_Unfertilized_station_E_position_25 KA3U.E.25,-88.2304,41.8407,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1284762,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284763,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284764,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284765,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284766,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284767,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284768,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284769,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284770,second sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284771,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284772,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284773,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284774,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284775,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284776,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284777,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284778,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284779,Third sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284780,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284781,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284782,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284783,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284784,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284785,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1284786,fourth sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1289676,Metagenomic samples from soil,38.0,28.0,India,MGYS00001207,soil,Field,Soil
ERS1292613,qiita_sid_1289:1289.KH1,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292614,qiita_sid_1289:1289.KH10,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292615,qiita_sid_1289:1289.KH11,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292616,qiita_sid_1289:1289.KH12,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292617,qiita_sid_1289:1289.KH13,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292618,qiita_sid_1289:1289.KH14,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292619,qiita_sid_1289:1289.KH15,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292620,qiita_sid_1289:1289.KH16,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292621,qiita_sid_1289:1289.KH17,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292622,qiita_sid_1289:1289.KH18,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292623,qiita_sid_1289:1289.KH19,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292624,qiita_sid_1289:1289.KH2,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292625,qiita_sid_1289:1289.KH20,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292626,qiita_sid_1289:1289.KH21,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292627,qiita_sid_1289:1289.KH22,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292628,qiita_sid_1289:1289.KH23,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292629,qiita_sid_1289:1289.KH24,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292630,qiita_sid_1289:1289.KH25,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292631,qiita_sid_1289:1289.KH26,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292632,qiita_sid_1289:1289.KH27,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292633,qiita_sid_1289:1289.KH28,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292634,qiita_sid_1289:1289.KH29,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292635,qiita_sid_1289:1289.KH3,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292636,qiita_sid_1289:1289.KH30,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292637,qiita_sid_1289:1289.KH31,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292638,qiita_sid_1289:1289.KH32,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292639,qiita_sid_1289:1289.KH33,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292640,qiita_sid_1289:1289.KH34,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292641,qiita_sid_1289:1289.KH35,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292642,qiita_sid_1289:1289.KH36,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292643,qiita_sid_1289:1289.KH37,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292644,qiita_sid_1289:1289.KH38,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292645,qiita_sid_1289:1289.KH39,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292646,qiita_sid_1289:1289.KH4,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292647,qiita_sid_1289:1289.KH40,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292648,qiita_sid_1289:1289.KH41,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292649,qiita_sid_1289:1289.KH42,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292650,qiita_sid_1289:1289.KH43,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292651,qiita_sid_1289:1289.KH44,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292652,qiita_sid_1289:1289.KH45,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292653,qiita_sid_1289:1289.KH46,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292654,qiita_sid_1289:1289.KH47,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292655,qiita_sid_1289:1289.KH48,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292656,qiita_sid_1289:1289.KH49,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292657,qiita_sid_1289:1289.KH5,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292658,qiita_sid_1289:1289.KH50,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292659,qiita_sid_1289:1289.KH51,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292660,qiita_sid_1289:1289.KH52,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292661,qiita_sid_1289:1289.KH53,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292662,qiita_sid_1289:1289.KH54,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292663,qiita_sid_1289:1289.KH55,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292664,qiita_sid_1289:1289.KH56,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292665,qiita_sid_1289:1289.KH57,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292666,qiita_sid_1289:1289.KH58,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292667,qiita_sid_1289:1289.KH59,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292668,qiita_sid_1289:1289.KH6,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292669,qiita_sid_1289:1289.KH60,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292670,qiita_sid_1289:1289.KH61,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292671,qiita_sid_1289:1289.KH62,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292672,qiita_sid_1289:1289.KH63,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292673,qiita_sid_1289:1289.KH64,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292674,qiita_sid_1289:1289.KH65,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292675,qiita_sid_1289:1289.KH7,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292676,qiita_sid_1289:1289.KH8,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1292677,qiita_sid_1289:1289.KH9,-97.39,31.078,GAZ:United States of America;USA:TX,MGYS00003870,cropland biome,field,soil
ERS1294943,qiita_sid_1526:1526.CrustControlR1,-110.958,37.275,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294944,qiita_sid_1526:1526.CrustControlR2,-110.958,37.275,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294945,qiita_sid_1526:1526.CrustControlR3,-110.958,37.275,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294946,qiita_sid_1526:1526.HCanyon0R1,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294947,qiita_sid_1526:1526.HCanyon0R2,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294948,qiita_sid_1526:1526.HCanyon0R3,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294949,qiita_sid_1526:1526.HCanyon10R1,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294950,qiita_sid_1526:1526.HCanyon10R2,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294951,qiita_sid_1526:1526.HCanyon10R3,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294952,qiita_sid_1526:1526.HCanyon11R1,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294953,qiita_sid_1526:1526.HCanyon11R2,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294954,qiita_sid_1526:1526.HCanyon11R3,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294955,qiita_sid_1526:1526.HCanyon12R1,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294956,qiita_sid_1526:1526.HCanyon12R2,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294957,qiita_sid_1526:1526.HCanyon12R3,-110.676,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294958,qiita_sid_1526:1526.HCanyon1R1,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294959,qiita_sid_1526:1526.HCanyon1R2,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294960,qiita_sid_1526:1526.HCanyon1R3,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294961,qiita_sid_1526:1526.HCanyon2R1,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294962,qiita_sid_1526:1526.HCanyon2R2,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294963,qiita_sid_1526:1526.HCanyon2R3,-110.675,37.552,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294964,qiita_sid_1526:1526.HCanyon3R1,-110.676,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294965,qiita_sid_1526:1526.HCanyon3R2,-110.676,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294966,qiita_sid_1526:1526.HCanyon3R3,-110.676,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294967,qiita_sid_1526:1526.HCanyon4R1,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294968,qiita_sid_1526:1526.HCanyon4R2,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294969,qiita_sid_1526:1526.HCanyon4R3,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294970,qiita_sid_1526:1526.HCanyon5R1,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294971,qiita_sid_1526:1526.HCanyon5R2,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294972,qiita_sid_1526:1526.HCanyon5R3,-110.677,37.551,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294973,qiita_sid_1526:1526.HCanyon6R1,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294974,qiita_sid_1526:1526.HCanyon6R2,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294975,qiita_sid_1526:1526.HCanyon6R3,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294976,qiita_sid_1526:1526.HCanyon7R1,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294977,qiita_sid_1526:1526.HCanyon7R2,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294978,qiita_sid_1526:1526.HCanyon7R3,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294979,qiita_sid_1526:1526.HCanyon8R1,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294980,qiita_sid_1526:1526.HCanyon8R2,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294981,qiita_sid_1526:1526.HCanyon8R3,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294982,qiita_sid_1526:1526.HCanyon9R1,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294983,qiita_sid_1526:1526.HCanyon9R2,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294984,qiita_sid_1526:1526.HCanyon9R3,-110.677,37.55,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294985,qiita_sid_1526:1526.Halls0R1,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294986,qiita_sid_1526:1526.Halls0R2,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294987,qiita_sid_1526:1526.Halls10R1,,,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294988,qiita_sid_1526:1526.Halls10R2,,,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294989,qiita_sid_1526:1526.Halls1R1,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294990,qiita_sid_1526:1526.Halls1R2,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294991,qiita_sid_1526:1526.Halls2R1,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294992,qiita_sid_1526:1526.Halls2R2,-110.709,37.473,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294993,qiita_sid_1526:1526.Halls3R1,-110.709,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294994,qiita_sid_1526:1526.Halls3R2,-110.709,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294995,qiita_sid_1526:1526.Halls4R1,-110.709,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294996,qiita_sid_1526:1526.Halls4R2,-110.709,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294997,qiita_sid_1526:1526.Halls5R1,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294998,qiita_sid_1526:1526.Halls5R2,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1294999,qiita_sid_1526:1526.Halls6R1,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295000,qiita_sid_1526:1526.Halls6R2,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295001,qiita_sid_1526:1526.Halls7R1,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295002,qiita_sid_1526:1526.Halls7R2,-110.71,37.472,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295003,qiita_sid_1526:1526.Halls8R1,-110.71,37.471,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295004,qiita_sid_1526:1526.Halls8R2,-110.71,37.471,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295005,qiita_sid_1526:1526.Halls9R1,-110.71,37.471,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295006,qiita_sid_1526:1526.Halls9R2,-110.71,37.471,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295007,qiita_sid_1526:1526.Stillton0R1,-110.7,37.495,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295008,qiita_sid_1526:1526.Stillton0R2,-110.7,37.495,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295009,qiita_sid_1526:1526.Stillton0R3,-110.7,37.495,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295010,qiita_sid_1526:1526.Stillton10R1,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295011,qiita_sid_1526:1526.Stillton10R2,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295012,qiita_sid_1526:1526.Stillton10R3,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295013,qiita_sid_1526:1526.Stillton11R1,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295014,qiita_sid_1526:1526.Stillton11R3,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295015,qiita_sid_1526:1526.Stillton1R1,-110.7,37.495,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295016,qiita_sid_1526:1526.Stillton1R2,-110.7,37.495,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295017,qiita_sid_1526:1526.Stillton2R1,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295018,qiita_sid_1526:1526.Stillton2R2,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295019,qiita_sid_1526:1526.Stillton2R3,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295020,qiita_sid_1526:1526.Stillton3R1,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295021,qiita_sid_1526:1526.Stillton3R2,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295022,qiita_sid_1526:1526.Stillton3R3,-110.7,37.496,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295023,qiita_sid_1526:1526.Stillton4R1,-110.7,37.498,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295024,qiita_sid_1526:1526.Stillton4R2,-110.7,37.498,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295025,qiita_sid_1526:1526.Stillton4R3,-110.7,37.498,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295026,qiita_sid_1526:1526.Stillton5R2,-110.7,37.498,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295027,qiita_sid_1526:1526.Stillton6R1,-110.7,37.501,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295028,qiita_sid_1526:1526.Stillton6R2,-110.7,37.501,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295029,qiita_sid_1526:1526.Stillton6R3,-110.7,37.501,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295030,qiita_sid_1526:1526.Stillton7R1,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295031,qiita_sid_1526:1526.Stillton7R2,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295032,qiita_sid_1526:1526.Stillton7R3,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295033,qiita_sid_1526:1526.Stillton8R1,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295034,qiita_sid_1526:1526.Stillton8R3,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295035,qiita_sid_1526:1526.Stillton9R1,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295036,qiita_sid_1526:1526.Stillton9R2,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1295037,qiita_sid_1526:1526.Stillton9R3,-110.699,37.502,GAZ:United States of America,MGYS00003912,large river biome,dam,soil
ERS1303540,qiita_sid_1674:1674.McG.F110714Ch1H1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Brooklyn,MGYS00003915,urban biome,garden soil,soil
ERS1303541,qiita_sid_1674:1674.McG.F110714Ch1H2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303542,qiita_sid_1674:1674.McG.F110714Ch1H3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303543,qiita_sid_1674:1674.McG.F110714Ch1H4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303544,qiita_sid_1674:1674.McG.F110714Ch1H5,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303545,qiita_sid_1674:1674.McG.F110714Ch1R1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303546,qiita_sid_1674:1674.McG.F110714Ch1R2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303547,qiita_sid_1674:1674.McG.F110714Ch1R3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303548,qiita_sid_1674:1674.McG.F110714Ch1R4,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303549,qiita_sid_1674:1674.McG.F110714Ch1R5,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303550,qiita_sid_1674:1674.McG.F110714Ch2H1,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303551,qiita_sid_1674:1674.McG.F110714Ch2H2,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
ERS1303552,qiita_sid_1674:1674.McG.F110714Ch2H3,-74.001,40.748,GAZ:United States of America;USA:NY:NY:Manhattan,MGYS00003915,urban biome,garden soil,soil
