accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material
ERS1280076,qiita_sid_1034:1034.CHA11,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280077,qiita_sid_1034:1034.CHA12,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280078,qiita_sid_1034:1034.CHA2,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280079,qiita_sid_1034:1034.CHA3,161.71,69.438,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280080,qiita_sid_1034:1034.CHB1,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280081,qiita_sid_1034:1034.CHB10,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280082,qiita_sid_1034:1034.CHB2,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280083,qiita_sid_1034:1034.CHB3,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280084,qiita_sid_1034:1034.CHB4,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280085,qiita_sid_1034:1034.CHB5,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280086,qiita_sid_1034:1034.CHB6,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280087,qiita_sid_1034:1034.CHB7,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280088,qiita_sid_1034:1034.CHB8,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280089,qiita_sid_1034:1034.CHB9,161.714,69.435,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280090,qiita_sid_1034:1034.CHC1,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280091,qiita_sid_1034:1034.CHC10,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280092,qiita_sid_1034:1034.CHC11,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280093,qiita_sid_1034:1034.CHC12,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280094,qiita_sid_1034:1034.CHC13,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280095,qiita_sid_1034:1034.CHC16,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280096,qiita_sid_1034:1034.CHC17,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280097,qiita_sid_1034:1034.CHC2,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280098,qiita_sid_1034:1034.CHC3,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280099,qiita_sid_1034:1034.CHC4,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280100,qiita_sid_1034:1034.CHC5,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280101,qiita_sid_1034:1034.CHC6,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280102,qiita_sid_1034:1034.CHC7,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280103,qiita_sid_1034:1034.CHC8,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280104,qiita_sid_1034:1034.CHC9,161.716,69.434,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280105,qiita_sid_1034:1034.CHD1,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280106,qiita_sid_1034:1034.CHD10,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280107,qiita_sid_1034:1034.CHD11,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280108,qiita_sid_1034:1034.CHD2,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280109,qiita_sid_1034:1034.CHD3,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280110,qiita_sid_1034:1034.CHD4,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280111,qiita_sid_1034:1034.CHD5,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280112,qiita_sid_1034:1034.CHD8,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280113,qiita_sid_1034:1034.CHD9,161.752,69.446,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280114,qiita_sid_1034:1034.CHF1,161.756,69.442,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280115,qiita_sid_1034:1034.CHF10,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280116,qiita_sid_1034:1034.CHF11,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280117,qiita_sid_1034:1034.CHF12,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280118,qiita_sid_1034:1034.CHF13,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280119,qiita_sid_1034:1034.CHF14,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280120,qiita_sid_1034:1034.CHF2,161.756,69.442,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280121,qiita_sid_1034:1034.CHF5,161.756,69.442,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280122,qiita_sid_1034:1034.CHF6,161.756,69.442,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280123,qiita_sid_1034:1034.CHF7,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280124,qiita_sid_1034:1034.CHF8,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280125,qiita_sid_1034:1034.CHF9,161.7559,69.4424,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280126,qiita_sid_1034:1034.CHG1,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280127,qiita_sid_1034:1034.CHG10,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280128,qiita_sid_1034:1034.CHG11,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280129,qiita_sid_1034:1034.CHG3,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280130,qiita_sid_1034:1034.CHG4,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280131,qiita_sid_1034:1034.CHG9,161.5946,68.7478,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280132,qiita_sid_1034:1034.CHI1,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280133,qiita_sid_1034:1034.CHI10,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280134,qiita_sid_1034:1034.CHI11,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280135,qiita_sid_1034:1034.CHI12,161.6012,68.7479,Russia:Siberia;GAZ:Russia,MGYS00003759,tundra biome,tundra,soil
ERS1280136,qiita_sid_1034:1034.CHI13,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280137,qiita_sid_1034:1034.CHI2,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280138,qiita_sid_1034:1034.CHI3,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280139,qiita_sid_1034:1034.CHI4,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280140,qiita_sid_1034:1034.CHI5,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280141,qiita_sid_1034:1034.CHI6,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280142,qiita_sid_1034:1034.CHI7,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280143,qiita_sid_1034:1034.CHI9,161.6012,68.7479,GAZ:Russia;Russia:Siberia,MGYS00003759,tundra biome,tundra,soil
ERS1280144,qiita_sid_1034:1034.ZKA1,-20.5317,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280145,qiita_sid_1034:1034.ZKA2,-20.5317,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280146,qiita_sid_1034:1034.ZKA3,-20.5317,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280147,qiita_sid_1034:1034.ZKA4,-20.5317,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280148,qiita_sid_1034:1034.ZKB1,-20.5321,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280149,qiita_sid_1034:1034.ZKB2,-20.5321,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280150,qiita_sid_1034:1034.ZKB4,-20.5321,74.482,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280151,qiita_sid_1034:1034.ZKD1,-20.5573,74.4804,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280152,qiita_sid_1034:1034.ZKD2,-20.5573,74.4804,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280153,qiita_sid_1034:1034.ZKD3,-20.5573,74.4804,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280154,qiita_sid_1034:1034.ZKE2,-20.557,74.48,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280155,qiita_sid_1034:1034.ZKE3,-20.557,74.48,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280156,qiita_sid_1034:1034.ZKE4,-20.557,74.48,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280157,qiita_sid_1034:1034.ZKE5,-20.557,74.48,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280158,qiita_sid_1034:1034.ZKG1,-20.5459,74.4625,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280159,qiita_sid_1034:1034.ZKG4,-20.5459,74.4625,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280160,qiita_sid_1034:1034.ZKH1,-20.5459,74.4625,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280161,qiita_sid_1034:1034.ZKH2,-20.5464,74.4626,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280162,qiita_sid_1034:1034.ZKH3,-20.5459,74.4625,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280163,qiita_sid_1034:1034.ZKH4,-20.5459,74.4625,GAZ:Greenland;Greenland,MGYS00003759,tundra biome,tundra,soil
ERS1280323,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280324,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280325,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280326,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280327,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280328,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280329,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280330,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280331,First sampling point,17.9006,46.3739,Hungary,MGYS00001198,terrestrial,environmental zone,soil
ERS1280422,"Cascade Head, Douglas-fir, blk 1",-123.9,45.05,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280423,"Cascade Head, Douglas-fir, blk 2",-123.89,45.04,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280424,"Cascade Head, Douglas-fir, blk 3",-123.89,45.04,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280425,"Cascade Head, red alder, blk 1",-123.9,45.05,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280426,"Cascade Head, red alder, blk 2",-123.89,45.05,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280427,"Cascade Head, red alder, blk 3",-123.89,45.04,GAZ:United States of America;USA:OR:Cascade Head,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280428,"HJ Andrews, Douglas-fir, blk 1",-122.19,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280429,"HJ Andrews, Douglas-fir, blk 2",-122.19,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280430,"HJ Andrews, Douglas-fir, blk 3",-122.16,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280431,"HJ Andrews, red alder, blk 1",-122.19,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280432,"HJ Andrews, red alder, blk 2",-122.19,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280433,"HJ Andrews, red alder, blk 3",-122.16,44.23,GAZ:United States of America;USA:OR:HJ Andrews,MGYS00003861,coniferous forest biome,forest soil,soil
ERS1280731,Block_1_Fertilized_station_A_position_1 KA1F.A.01,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280732,Block_1_Fertilized_station_A_position_2 KA1F.A.02,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280733,Block_1_Fertilized_station_A_position_3 KA1F.A.03,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280734,Block_1_Fertilized_station_A_position_4 KA1F.A.04,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280735,Block_1_Fertilized_station_A_position_5 KA1F.A.05,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280736,Block_1_Fertilized_station_A_position_6 KA1F.A.06,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280737,Block_1_Fertilized_station_A_position_7 KA1F.A.07,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280738,Block_1_Fertilized_station_A_position_8 KA1F.A.08,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280739,Block_1_Fertilized_station_A_position_9 KA1F.A.09,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280740,Block_1_Fertilized_station_A_position_10 KA1F.A.10,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280741,Block_1_Fertilized_station_A_position_11 KA1F.A.11,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280742,Block_1_Fertilized_station_A_position_12 KA1F.A.12,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280743,Block_1_Fertilized_station_A_position_13 KA1F.A.13,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280744,Block_1_Fertilized_station_A_position_14 KA1F.A.14,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280745,Block_1_Fertilized_station_A_position_15 KA1F.A.15,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280746,Block_1_Fertilized_station_A_position_16 KA1F.A.16,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280747,Block_1_Fertilized_station_A_position_17 KA1F.A.17,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280748,Block_1_Fertilized_station_A_position_18 KA1F.A.18,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280749,Block_1_Fertilized_station_A_position_19 KA1F.A.19,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280750,Block_1_Fertilized_station_A_position_20 KA1F.A.20,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280751,Block_1_Fertilized_station_A_position_21 KA1F.A.21,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280752,Block_1_Fertilized_station_A_position_22 KA1F.A.22,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280753,Block_1_Fertilized_station_A_position_23 KA1F.A.23,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280754,Block_1_Fertilized_station_A_position_24 KA1F.A.24,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280755,Block_1_Fertilized_station_A_position_25 KA1F.A.25,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280756,Block_1_Fertilized_station_B_position_1 KA1F.B.01,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280757,Block_1_Fertilized_station_B_position_2 KA1F.B.02,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280758,Block_1_Fertilized_station_B_position_3 KA1F.B.03,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280759,Block_1_Fertilized_station_B_position_4 KA1F.B.04,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280760,Block_1_Fertilized_station_B_position_5 KA1F.B.05,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280761,Block_1_Fertilized_station_B_position_6 KA1F.B.06,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280762,Block_1_Fertilized_station_B_position_7 KA1F.B.07,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280763,Block_1_Fertilized_station_B_position_8 KA1F.B.08,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280764,Block_1_Fertilized_station_B_position_9 KA1F.B.09,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280765,Block_1_Fertilized_station_B_position_11 KA1F.B.11,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280766,Block_1_Fertilized_station_B_position_12 KA1F.B.12,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280767,Block_1_Fertilized_station_B_position_13 KA1F.B.13,-88.2304,41.8415,USA:IL;GAZ:United States of America,MGYS00003858,urban biome,field soil,soil
ERS1280768,Block_1_Fertilized_station_B_position_14 KA1F.B.14,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280769,Block_1_Fertilized_station_B_position_15 KA1F.B.15,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280770,Block_1_Fertilized_station_B_position_16 KA1F.B.16,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280771,Block_1_Fertilized_station_B_position_17 KA1F.B.17,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280772,Block_1_Fertilized_station_B_position_18 KA1F.B.18,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280773,Block_1_Fertilized_station_B_position_19 KA1F.B.19,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280774,Block_1_Fertilized_station_B_position_20 KA1F.B.20,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280775,Block_1_Fertilized_station_B_position_21 KA1F.B.21,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280776,Block_1_Fertilized_station_B_position_22 KA1F.B.22,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280777,Block_1_Fertilized_station_B_position_23 KA1F.B.23,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280778,Block_1_Fertilized_station_B_position_24 KA1F.B.24,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280779,Block_1_Fertilized_station_B_position_25 KA1F.B.25,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280780,Block_1_Fertilized_station_C_position_1 KA1F.C.01,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
ERS1280781,Block_1_Fertilized_station_C_position_2 KA1F.C.02,-88.2304,41.8415,GAZ:United States of America;USA:IL,MGYS00003858,urban biome,field soil,soil
