accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
ERS1039743,JS060,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039744,JS061,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039745,JS062,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039746,JS063,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039747,JS064,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039748,JS065,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039749,JS066,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039750,JS067,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039751,JS068,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039752,JS072,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039753,JS074,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039754,JS075,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039755,JS076,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039756,JS077,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039757,JS078,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039758,JS079,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039759,JS080,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039760,JS081,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039761,JS082,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039762,JS083,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039763,JS084,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039764,JW002,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039765,JW003,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039766,JW004,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039767,JW005,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039768,JW006,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039769,JW007,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039770,JW008,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039771,JW010,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039772,JW012,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039773,JW013,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039774,JW014,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039775,JW017,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039776,JW020,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039777,JW022,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039778,JW023,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039779,JW024,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039780,JW025,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039781,JW027,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039782,JW029,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039783,JW030,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039784,JW031,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039785,JW032,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039786,JW033,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039787,JW034,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039788,JW035,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039789,JW036,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039790,JW038,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039791,JW040,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039792,JW042,-83.37,46.42,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039793,LH001,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039794,LH002,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039795,LH003,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039796,LH004,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039797,LH005,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039798,LH006,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039799,LH007,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039800,LH009,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039801,LH010,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039802,LH011,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039803,LH012,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039804,LH014,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039805,LH015,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039806,LH016,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039807,LH018,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039808,LH019,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039809,LH021,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039810,LH022,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039811,LH023,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039812,LH024,-120.78,39.26,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039813,OC361,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039814,OC362,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039815,OC363,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039816,OC364,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039817,OC365,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039818,OC366,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039819,OC367,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039820,OC368,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039821,OC369,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039822,OC371,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039823,OC372,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039824,OC374,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039825,OC375,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039826,OC376,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039827,OC377,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039828,OC378,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039829,OC379,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039830,OC381,-120.35,50.88,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039831,TXA001,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039832,TXA003,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039833,TXA004,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039834,TXA005,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039835,TXA008,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039836,TXA009,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039837,TXA010,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039838,TXA012,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039839,TXA015,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039840,TXA016,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039841,TXA017,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039842,TXA019,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039843,TXA021,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039844,TXA022,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039845,TXA023,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039846,TXA024,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039847,TXA025,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039848,TXA027,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039849,TXA030,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039850,TXA031,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039851,TXA032,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039852,TXA033,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039853,TXA034,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039854,TXA036,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039855,TXA037,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039856,TXA038,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039857,TXA040,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039858,TXA041,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039859,TXB043,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039860,TXB045,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039861,TXB046,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039862,TXB047,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039863,TXB048,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039864,TXB049,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039865,TXB050,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039866,TXB051,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039867,TXB052,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039868,TXB054,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039869,TXB055,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039870,TXB056,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039871,TXB057,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039872,TXB060,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039873,TXB061,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039874,TXB063,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039875,TXB064,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039876,TXB065,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039877,TXB066,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039878,TXB067,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039879,TXB070,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039880,TXB071,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039881,TXB073,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039882,TXB076,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039883,TXB077,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039884,TXB078,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039885,TXB079,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039886,TXB080,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039887,TXB081,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039888,TXB082,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039889,TXB083,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039890,TXB084,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039891,TXB085,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039892,TXB086,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039893,TXB087,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039894,TXB090,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039895,TXB091,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039896,TXB093,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039897,TXB095,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039898,TXB096,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039899,TXC048,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039900,TXC099,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039901,TXC100,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039902,TXC101,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039903,TXC102,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039904,TXC103,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039905,TXC104,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039906,TXC105,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039907,TXC106,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039908,TXC107,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039909,TXC109,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039910,TXC110,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039911,TXC111,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039912,TXC112,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039913,TXC113,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039914,TXC114,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039915,TXC115,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039916,TXC116,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039917,TXC117,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039918,TXC118,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039919,TXC119,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039920,TXC120,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039921,TXC122,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039922,TXC124,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039923,TXC125,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039924,TXC126,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039925,TXC127,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039926,TXC128,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039927,TXC129,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039928,TXC130,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039929,TXC132,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039930,TXC133,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039931,TXC135,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039932,TXC137,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039933,TXC138,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039934,TXC139,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039935,TXC140,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039936,TXC142,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039937,TXC143,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039938,TXC144,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039939,TXC146,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039940,TXC148,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039941,TXC149,-95.15,31.11,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039942,EBP241,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039943,EBP242,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039944,EBP243,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039945,EBP244,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039946,EBP245,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039947,EBP246,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039948,EBP250,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039949,EBP251,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039950,EBP252,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039951,EBP256,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039952,EBP257,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039953,EBP258,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039954,EBP259,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039955,EBP260,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039956,EBP261,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039957,EBP262,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039958,EBP263,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039959,EBP264,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039960,EBP265,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039961,EBP266,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039962,EBP267,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039963,EBP268,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039964,EBP269,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039965,EBP270,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039966,EBP271,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039967,EBP272,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039968,EBP273,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039969,EBP274,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039970,EBP275,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039971,EBP276,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039972,EBP277,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039973,EBP278,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039974,EBP279,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039975,EBP280,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039976,EBP281,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039977,EBP282,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039978,EBP286,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039979,EBP287,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039980,EBP288,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039981,EBP289,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039982,EBP290,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039983,EBP291,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039984,EBP292,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039985,EBP293,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039986,EBP294,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039987,EBP295,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039988,EBP296,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039989,EBP297,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039990,EBP298,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039991,EBP299,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039992,EBP300,-120.28,50.93,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039993,EDC184,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039994,EDC185,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039995,EDC186,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039996,EDC187,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039997,EDC188,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039998,EDC189,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039999,EDC190,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040000,EDC191,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040001,EDC192,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040002,EDC193,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040003,EDC194,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040004,EDC195,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040005,EDC196,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040006,EDC197,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040007,EDC198,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040008,EDC199,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040009,EDC200,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040010,EDC201,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040011,EDC202,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040012,EDC203,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040013,EDC204,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040014,EDC205,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040015,EDC206,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040016,EDC207,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040017,EDC208,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040018,EDC209,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040019,EDC210,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040020,EDC214,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1040021,EDC215,-120.42,50.85,Canada,MGYS00001368,forest,forest,soil,amplicon,
