accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date
SRS2296551,its2_I10AA-STEM,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296552,its2_M6AA-STEM_S100,149.01,-21.14,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296556,its2_I10AA-L2,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296558,its2_I14AA-L2,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296560,its2_I14AA-STEM_S84,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296562,its2_I12BA-STEM_S63,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296565,its2_I14BA-L4,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296566,its2_T5C-L2,145.97,-17.92,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296567,its2_I14BA-L2,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296568,its2_M2CA-STEM_S142,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296569,its2_T2A-ROOT_S124,145.97,-17.92,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296570,its2_T2A-STEM_S10,145.97,-17.92,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296572,its2_T2B-STEM_S32,145.97,-17.92,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296576,its2_M2BA-STEM_S148,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296577,its2_M2BA-L4,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296585,its2_I10CA-ROOT_S151,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296586,its2_M2CA-L2,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296588,its2_I10CA-STEM_S86,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296591,its2_I10BB-L4,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296592,its2_I10BB-L2,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296595,its2_I10BB-STEM,146.18,-18.63,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296597,its2_M6BB-STEM_S106,149.01,-21.14,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296598,its2_I12AB-L4,146.14,-18.64,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296610,its2_M2AA-L2,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296611,its2_M1CB-STEM,149.08,-21.16,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296615,its2_M1CB-RHZ_S62,149.08,-21.16,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296620,its2_M2AA-STEM_S145,149.08,-21.17,,MGYS00005249,,,,amplicon,2015-06-01
SRS2296621,its2_T5A-STEM_S22,145.97,-17.92,,MGYS00005249,,,,amplicon,2015-06-01
SRS6538515,1fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538516,2fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538517,59fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538518,60fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538519,4fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538520,5fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538521,6fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538522,29fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538523,43fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538524,57fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538525,19fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538526,32fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538527,3fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538528,42fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538529,61fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538530,62fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538531,63fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538532,7fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538533,8fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538534,9fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538535,21fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538536,33fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538537,56fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538538,17fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538539,20fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538540,44fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538541,55fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538542,1bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538543,2bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538544,3bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538545,17bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538546,31bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538547,41bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538548,16bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538549,31fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538550,40bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538551,52bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538552,58bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538553,59bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538554,60bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538555,4bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538556,5bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538557,6bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538558,29bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538559,43bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538560,41fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538561,57bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538562,19bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538563,32bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538564,42bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538565,61bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538566,62bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538567,63bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538568,7bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538569,8bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538570,9bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538571,16fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538572,21bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538573,33bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538574,56bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538575,20bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538576,44bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538577,55bacteria,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538578,40fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538579,52fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
SRS6538580,58fungi,1.9,41.52,,MGYS00005726,,,,amplicon,2018-01-01
DRS019531,DRS019531,108.48,18.38,,MGYS00000654,tropic orchard,banana orchard with servious wilt disease,sandy soil,amplicon,2012-06-01
DRS050182,SAMD00041006,18.9917,-32.0479,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-02-05
DRS050183,SAMD00041007,18.9887,-32.0471,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-02-05
DRS050184,SAMD00041008,18.9887,-32.0471,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-02-05
DRS050186,SAMD00041010,18.9572,-32.0573,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,
DRS050187,SAMD00041011,18.98,-32.0663,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,
DRS050188,SAMD00041012,18.98,-32.0663,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-02-05
DRS050189,SAMD00041013,18.98,-32.0663,,MGYS00005740,Fynbos,Natural,Bulk soil,amplicon,2014-02-05
DRS050190,SAMD00041014,18.9952,-32.06,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-02-05
DRS050191,SAMD00041015,18.9952,-32.06,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-02-05
DRS050192,SAMD00041016,19.0121,-32.0632,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-02-05
DRS050193,SAMD00041017,19.0121,-32.0632,,MGYS00005740,Fynbos,Natural,Bulk soil,amplicon,2014-02-05
DRS050194,SAMD00041018,18.8649,-32.449,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-02-05
DRS050196,SAMD00041020,18.8649,-32.449,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-02-05
DRS050197,SAMD00041021,18.854,-32.4519,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-02-05
DRS050198,SAMD00041022,18.854,-32.4519,,MGYS00005740,Fynbos,Natural,Bulk soil,amplicon,2014-02-05
DRS050200,SAMD00041024,18.854,-32.4519,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-02-05
DRS050201,SAMD00041025,19.0062,-32.056,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050202,SAMD00041026,18.8649,-32.449,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050203,SAMD00041027,18.8649,-32.449,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-09-12
DRS050204,SAMD00041028,18.8649,-32.449,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-09-12
DRS050205,SAMD00041029,18.854,-32.4519,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-09-12
DRS050207,SAMD00041031,18.854,-32.4519,,MGYS00005740,Fynbos,Natural,Bulk soil,amplicon,2014-09-12
DRS050209,SAMD00041033,18.858,-32.4559,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-09-12
DRS050211,SAMD00041035,18.858,-32.4559,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050212,SAMD00041036,18.998,-32.0413,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050213,SAMD00041037,18.0166,-32.0,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050214,SAMD00041038,18.993,-32.0474,,MGYS00005740,Fynbos,Commercial,Rhizosphere,amplicon,2014-09-12
DRS050215,SAMD00041039,18.993,-32.0474,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050217,SAMD00041041,18.9867,-32.047,,MGYS00005740,Fynbos,Commercial,Bulk soil,amplicon,2014-09-12
DRS050218,SAMD00041042,18.9805,-32.0662,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-09-12
DRS050219,SAMD00041043,18.9805,-32.0662,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-09-12
DRS050220,SAMD00041044,18.9805,-32.0662,,MGYS00005740,Fynbos,Natural,Bulk soil,amplicon,2014-09-12
DRS050221,SAMD00041045,18.9805,-32.0662,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-09-12
DRS050222,SAMD00041046,18.9805,-32.0662,,MGYS00005740,Fynbos,Natural,Rhizosphere,amplicon,2014-09-12
ERS033075,RAINY,,,Mexico,MGYS00001387,Xeric shrubland biome,clay soil,,amplicon,
ERS033076,DRY,,,Mexico:,MGYS00001387,Xeric shrubland biome,clay soil,,amplicon,
ERS1039589,A7001,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039590,A7002,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039591,A7004,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039592,A7007,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039593,A7009,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039594,A7011,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039595,A7012,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039596,A7015,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039597,A7016,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039598,A7019,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039599,A7021,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039600,A7022,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039601,A7023,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039602,A7024,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039603,A7026,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039604,A7027,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039605,A7028,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039606,A7029,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039607,A7030,-89.41,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039608,A8031,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039609,A8036,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039610,A8037,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039611,A8038,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039612,A8040,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039613,A8041,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039614,A8042,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039615,A8045,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039616,A8046,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039617,A8047,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039618,A8048,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039619,A8050,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039620,A8053,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039621,A8054,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039622,A8056,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039623,A8058,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039624,A8059,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039625,A8060,-89.38,49.08,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039626,A9062,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039627,A9063,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039628,A9064,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039629,A9067,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039630,A9068,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039631,A9070,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039632,A9073,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039633,A9074,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039634,A9076,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039635,A9077,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039636,A9078,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039637,A9081,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039638,A9082,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039639,A9083,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039640,A9085,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039641,A9086,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039642,A9087,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039643,A9088,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039644,A9089,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039645,A9090,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039646,A9092,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039647,A9093,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039648,A9094,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039649,A9096,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039650,A9097,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039651,A9099,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039652,A9100,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039653,A9101,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039654,A9102,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039655,A9103,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039656,A9104,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039657,A9105,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039658,A9106,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039659,A9107,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039660,A9108,-89.39,49.07,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039661,BL025,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039662,BL026,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039663,BL027,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039664,BL028,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039665,BL029,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039666,BL030,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039667,BL031,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039668,BL032,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039669,BL033,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039670,BL034,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039671,BL035,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039672,BL038,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039673,BL039,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039674,BL041,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039675,BL043,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039676,BL044,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039677,BL046,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039678,BL047,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039679,BL048,-122.61,54.35,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039680,BR049,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039681,BR050,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039682,BR051,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039683,BR052,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039684,BR053,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039685,BR054,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039686,BR055,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039687,BR056,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039688,BR057,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039689,BR058,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039690,BR059,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039691,BR060,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039692,BR062,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039693,BR063,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039694,BR064,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039695,BR065,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039696,BR066,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039697,BR067,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039698,BR068,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039699,BR069,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039700,BR070,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039701,BR072,-121.04,39.55,USA,MGYS00001368,forest,forest,soil,amplicon,
ERS1039702,JE085,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039703,JE088,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039704,JE090,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039705,JE092,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039706,JE093,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039707,JE095,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039708,JE096,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039709,JE098,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039710,JE100,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039711,JE101,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039712,JE102,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039713,JE103,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039714,JE104,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039715,JE105,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039716,JE106,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039717,JE107,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039718,JE108,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039719,JE110,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039720,JE113,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039721,JE114,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039722,JE115,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039723,JE117,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039724,JE118,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039725,JE119,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039726,JE120,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039727,JE121,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039728,JE122,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039729,JE123,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039730,JE124,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039731,JE125,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039732,JE126,-82.25,46.75,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039733,JS043,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039734,JS044,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039735,JS045,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039736,JS050,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039737,JS051,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039738,JS052,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039739,JS053,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039740,JS054,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039741,JS058,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
ERS1039742,JS059,-82.85,47.57,Canada,MGYS00001368,forest,forest,soil,amplicon,
